claim_id,claim_date,sale_id,repair_status
CL-6253,2024-09-30,JQ-10463,In Progress
CL-37229,2024-11-02,ZS-938434,Rejected
CL-8804,2024-02-22,PR-1903,Rejected
CL-3167,2024-04-25,EX-1886,Completed
CL-8494,2024-02-25,MX-13790,Rejected
CL-4331,2024-04-02,AS-32542,Completed
CL-91184,2024-06-24,EO-591548,Completed
CL-77508,2024-01-07,QO-971038,Rejected
CL-6110,2024-08-23,VN-0178,Pending
CL-57788,2024-03-02,FD-2148,Pending
CL-22963,2024-10-27,WJ-301332,Completed
CL-19910,2024-10-22,CG-19190,Pending
CL-5095,2024-10-01,HJ-350517,Completed
CL-50513,2024-06-22,PF-4308,Rejected
CL-95703,2024-07-13,QX-3020,Rejected
CL-2617,2024-09-11,RR-0366,In Progress
CL-20486,2024-03-03,DX-39653,Rejected
CL-19164,2024-06-26,VR-5987,Completed
CL-69909,2024-06-07,RK-5758,Rejected
CL-57928,2024-05-27,IL-3207,In Progress
CL-9646,2024-03-24,BB-79086,Pending
CL-48246,2024-05-14,HP-25586,In Progress
CL-8932,2024-06-17,RA-7994,Pending
CL-37378,2024-04-24,HZ-37992,Completed
CL-701,2024-01-23,GH-9274,In Progress
CL-13308,2024-10-26,JR-545432,Pending
CL-29676,2024-09-16,WO-98064,In Progress
CL-1387,2024-07-12,TO-34689,Pending
CL-90245,2024-09-27,QS-2957,Completed
CL-55685,2024-01-08,ED-7722,Pending
CL-94153,2024-09-16,PY-943511,In Progress
CL-50973,2024-07-28,FV-98216,Rejected
CL-86899,2024-02-21,ZH-315430,Pending
CL-7581,2024-07-21,BY-76277,Pending
CL-13190,2024-04-20,MF-37515,Pending
CL-54291,2024-01-23,UB-42948,Pending
CL-3959,2024-09-10,NC-7852,Rejected
CL-7210,2024-03-14,ZN-504237,Completed
CL-37023,2024-05-31,BN-65395,In Progress
CL-89310,2024-02-11,BD-8743,Rejected
CL-98935,2024-08-15,PU-534286,In Progress
CL-63608,2024-01-11,TU-490388,Pending
CL-73333,2024-02-27,OI-12717,Completed
CL-4274,2024-01-16,FM-231088,Pending
CL-9938,2024-08-06,SZ-2104,In Progress
CL-82753,2024-03-02,NX-4928,In Progress
CL-55932,2024-08-01,XO-5120,Pending
CL-31527,2024-05-25,UO-20687,Rejected
CL-62880,2024-02-18,OE-28888,Rejected
CL-89361,2024-08-22,KL-4992,Completed
CL-38671,2024-06-17,LV-09829,Pending
CL-27289,2024-08-10,UJ-680823,Pending
CL-13974,2024-07-27,XK-7483,Pending
CL-89944,2024-05-30,ZB-46843,Rejected
CL-36800,2024-03-09,NH-6316,Completed
CL-49211,2024-03-19,VS-10361,In Progress
CL-69921,2024-06-30,TS-01061,Rejected
CL-79943,2024-04-12,XE-9204,Rejected
CL-3513,2024-08-10,GS-59078,In Progress
CL-3613,2024-08-13,CP-695324,Completed
CL-54771,2024-09-02,DG-44243,Completed
CL-140,2024-07-07,NZ-8782,Completed
CL-46492,2024-10-01,QV-82653,Rejected
CL-73615,2024-01-01,MN-36853,Completed
CL-41585,2024-02-21,NR-0557,Rejected
CL-1053,2024-02-12,MB-229930,Rejected
CL-84312,2024-06-10,HX-8539,Pending
CL-65090,2024-11-06,JC-844459,In Progress
CL-97093,2024-06-04,PM-139185,Rejected
CL-82141,2024-06-28,IJ-242484,Pending
CL-68243,2024-10-11,WQ-64020,Completed
CL-90286,2024-02-04,UH-380209,Completed
CL-1750,2024-08-17,MD-11599,In Progress
CL-87126,2024-07-19,UC-498947,Completed
CL-7449,2024-04-09,QS-42104,Pending
CL-18279,2024-08-18,KC-163720,Rejected
CL-3213,2024-02-10,GU-5686,In Progress
CL-78720,2024-06-12,FR-06002,Rejected
CL-88206,2024-10-18,IB-546845,In Progress
CL-43033,2024-04-13,CR-337617,Completed
CL-312,2024-10-15,UJ-0632,Rejected
CL-68104,2024-08-28,FB-191000,Completed
CL-18258,2024-05-10,DC-555183,In Progress
CL-61923,2024-06-22,IF-39779,Rejected
CL-22085,2024-07-04,BW-63538,Completed
CL-31629,2024-05-17,KT-0998,Rejected
CL-70294,2024-05-31,WL-551153,Pending
CL-63662,2024-10-05,FB-89823,Rejected
CL-49997,2024-05-20,UH-550699,In Progress
CL-70005,2024-01-30,PO-50045,Rejected
CL-88847,2024-08-01,DM-630795,In Progress
CL-40522,2024-03-22,RY-08939,Completed
CL-43449,2024-04-05,CM-051960,In Progress
CL-2394,2024-08-04,CH-47519,Completed
CL-6950,2024-06-29,XO-293684,Rejected
CL-15997,2024-03-29,KQ-511279,In Progress
CL-88543,2024-07-01,XD-8760,Rejected
CL-16758,2024-02-14,QC-88109,In Progress
CL-71415,2024-09-26,CP-01644,Rejected
CL-35888,2024-04-20,BB-52968,Pending
CL-16916,2024-03-10,WO-416243,Completed
CL-81144,2024-03-31,HB-968199,Pending
CL-8357,2024-06-27,VA-8031,Completed
CL-7433,2024-06-04,NL-6551,Completed
CL-47133,2024-04-20,EY-962661,Rejected
CL-504,2024-10-09,XY-54532,Pending
CL-83246,2024-07-21,VO-041253,Rejected
CL-9222,2024-03-15,HZ-28243,Rejected
CL-23389,2024-06-11,RI-2395,Rejected
CL-76358,2024-05-31,PZ-359813,In Progress
CL-2792,2024-09-11,CA-458130,In Progress
CL-10016,2024-06-08,GZ-85132,In Progress
CL-9567,2024-08-29,FR-46749,Pending
CL-9722,2024-05-26,VE-56521,In Progress
CL-57984,2024-04-05,QJ-7282,Rejected
CL-1378,2024-08-06,UN-7003,Pending
CL-72356,2024-06-23,PJ-97799,In Progress
CL-278,2024-06-12,VT-27756,Pending
CL-66775,2024-04-23,QL-954343,Rejected
CL-29624,2024-04-12,BW-58023,Completed
CL-43718,2024-03-22,HT-37111,Rejected
CL-15772,2024-07-04,GW-690700,In Progress
CL-63041,2024-06-12,MO-90333,In Progress
CL-5889,2024-05-03,NA-185098,Completed
CL-7345,2024-05-08,OE-36523,Rejected
CL-1814,2024-08-22,QY-77038,Rejected
CL-35386,2024-01-15,AA-5216,Rejected
CL-1575,2024-11-11,FQ-179050,In Progress
CL-61708,2024-09-07,HA-055469,In Progress
CL-71116,2024-05-21,LD-7905,Pending
CL-51643,2024-07-02,CN-57405,Completed
CL-70940,2024-04-20,XF-54907,Completed
CL-63695,2024-09-01,VK-1195,Pending
CL-35431,2024-04-08,LG-15856,In Progress
CL-54722,2024-04-28,AH-79811,Pending
CL-25140,2024-11-12,IB-9216,Rejected
CL-72525,2024-04-13,JI-182811,Completed
CL-42673,2024-06-22,FL-385856,In Progress
CL-49236,2024-07-11,AS-1381,Completed
CL-5279,2024-05-21,OB-289964,In Progress
CL-61736,2024-07-04,YM-4962,Completed
CL-77475,2024-03-03,UH-3432,Completed
CL-67846,2024-08-23,GW-365338,Pending
CL-49350,2024-03-10,PY-798465,In Progress
CL-81602,2024-03-13,BC-7598,Completed
CL-99033,2024-03-20,UD-9018,In Progress
CL-6046,2024-09-28,LG-342403,Completed
CL-96160,2024-10-11,HI-283664,Rejected
CL-54070,2024-06-11,CX-4223,Pending
CL-3538,2024-07-05,JI-9789,Completed
CL-62053,2024-09-04,CF-633323,In Progress
CL-58664,2024-03-17,UH-377597,In Progress
CL-2118,2024-03-24,QR-3861,Pending
CL-47110,2024-10-30,FR-373764,Pending
CL-30694,2024-02-26,MW-9550,Pending
CL-89072,2024-02-11,OB-9912,Completed
CL-95617,2024-08-22,SI-6671,Rejected
CL-51147,2024-08-09,BL-2517,Rejected
CL-71032,2024-06-01,YI-620233,Pending
CL-44257,2024-09-27,CJ-4571,Completed
CL-62705,2024-01-22,TZ-94493,Rejected
CL-76188,2024-04-15,PE-6287,Rejected
CL-2517,2024-11-12,AQ-695554,Completed
CL-2667,2024-07-25,MI-066519,Completed
CL-38730,2024-07-19,PR-57414,In Progress
CL-96750,2024-07-30,ZY-179900,Completed
CL-4038,2024-08-07,YI-64554,Rejected
CL-2719,2024-09-25,TF-25821,Completed
CL-838,2024-01-03,TN-1625,Rejected
CL-78885,2024-05-14,DS-883323,Rejected
CL-97885,2024-07-29,CE-3171,Completed
CL-7822,2024-04-15,ZQ-67315,In Progress
CL-60087,2024-04-19,QD-9719,In Progress
CL-68804,2024-07-18,QE-2693,Completed
CL-9474,2024-02-14,BJ-372477,Completed
CL-36520,2024-03-15,XN-36306,Completed
CL-29350,2024-03-09,OB-27834,In Progress
CL-15149,2024-05-06,KZ-7877,Pending
CL-63758,2024-06-12,SM-2425,Completed
CL-16449,2024-04-25,VX-06996,In Progress
CL-31007,2024-03-20,KH-9433,In Progress
CL-26774,2024-10-02,DK-0431,In Progress
CL-15956,2024-05-29,EL-63904,Completed
CL-72753,2024-04-13,EA-70848,Pending
CL-33745,2024-07-04,MG-218430,Rejected
CL-56753,2024-02-29,KU-1471,Pending
CL-7248,2024-04-11,XP-63830,In Progress
CL-33845,2024-08-09,DG-7187,Pending
CL-39773,2024-01-24,HA-5574,Completed
CL-4484,2024-05-02,SR-512304,In Progress
CL-11020,2024-10-20,CZ-30759,Pending
CL-45752,2024-01-31,HD-080496,Pending
CL-705,2024-02-11,FC-82294,Rejected
CL-92053,2024-08-13,SB-4369,Rejected
CL-35149,2024-06-28,WE-7643,Pending
CL-5256,2024-10-29,MB-804361,Pending
CL-31419,2024-02-10,NY-287215,In Progress
CL-90822,2024-09-17,MZ-9259,Completed
CL-3094,2024-04-28,LP-36689,In Progress
CL-93281,2024-06-20,XE-4350,Rejected
CL-85633,2024-02-07,NR-4231,Completed
CL-3408,2024-02-10,MT-70104,Rejected
CL-10717,2024-09-09,CU-019506,Pending
CL-91151,2024-10-05,PK-1670,Rejected
CL-84565,2024-09-12,EI-279075,Rejected
CL-48385,2024-08-15,RE-26438,Completed
CL-89621,2024-03-31,DJ-704752,Pending
CL-1147,2024-06-20,YB-20205,Rejected
CL-57012,2024-08-05,KL-95396,Rejected
CL-2144,2024-08-11,JY-74113,In Progress
CL-9347,2024-10-23,JM-1769,In Progress
CL-8438,2024-06-05,IA-255096,Pending
CL-95082,2024-09-13,VT-63237,Pending
CL-45210,2024-02-25,CX-8218,In Progress
CL-92828,2024-07-26,HH-8952,Completed
CL-70448,2024-11-04,XT-604399,Completed
CL-25003,2024-04-05,QA-7838,Pending
CL-62726,2024-01-31,UE-102695,Rejected
CL-7307,2024-09-06,WP-81211,Completed
CL-518,2024-01-13,PN-31151,In Progress
CL-56159,2024-09-16,HG-380208,Pending
CL-6064,2024-03-20,JV-6965,Rejected
CL-742,2024-04-14,QI-100195,Completed
CL-28836,2024-07-22,IJ-3120,In Progress
CL-87996,2024-05-27,FL-811169,Rejected
CL-65123,2024-02-06,KS-6268,In Progress
CL-92835,2024-01-26,PK-439427,Pending
CL-14441,2024-04-08,IW-8883,In Progress
CL-85586,2024-03-22,OA-435495,Pending
CL-14301,2024-03-03,UO-458465,Completed
CL-8770,2024-03-12,ZL-30357,Completed
CL-64078,2024-05-11,OW-98959,Completed
CL-4632,2024-05-16,AB-783550,In Progress
CL-5749,2024-09-17,FJ-44858,Rejected
CL-7438,2024-01-23,KL-85067,Completed
CL-38818,2024-09-25,AD-020010,Pending
CL-3271,2024-10-27,XO-1610,In Progress
CL-3866,2024-03-18,QJ-799555,In Progress
CL-5235,2024-05-01,XN-6816,Completed
CL-11729,2024-01-25,GS-383100,Completed
CL-84669,2024-03-01,MZ-26829,In Progress
CL-83191,2024-03-02,PL-109547,Pending
CL-68127,2024-06-02,PT-96623,Completed
CL-3770,2024-07-21,MP-9343,Completed
CL-3747,2024-08-21,KI-12232,Rejected
CL-87931,2024-09-18,SN-8665,Completed
CL-13467,2024-10-18,KX-940739,In Progress
CL-1930,2024-07-04,LH-4172,In Progress
CL-353,2024-07-03,YS-247964,Rejected
CL-59850,2024-01-10,LN-63367,In Progress
CL-99865,2024-08-03,SI-64911,Completed
CL-57307,2024-02-26,TO-175684,In Progress
CL-9586,2024-08-06,NF-5901,In Progress
CL-71178,2024-03-25,UQ-698429,Rejected
CL-16970,2024-04-12,CE-9137,Rejected
CL-89397,2024-06-11,UA-251492,In Progress
CL-4030,2024-02-13,QT-472479,In Progress
CL-60059,2024-06-04,UZ-9259,Rejected
CL-16752,2024-04-08,DB-3065,In Progress
CL-26043,2024-08-27,VQ-6930,Rejected
CL-46300,2024-08-11,IN-821733,Pending
CL-30789,2024-10-27,IK-78244,Pending
CL-68545,2024-05-27,OS-027662,Pending
CL-60775,2024-05-15,RV-375945,Pending
CL-7509,2024-04-26,XB-46148,Pending
CL-21103,2024-03-01,VA-470893,Rejected
CL-45812,2024-07-20,CS-75422,Rejected
CL-800,2024-05-22,EL-81347,In Progress
CL-7178,2024-05-14,ZP-256698,Completed
CL-84073,2024-06-28,VY-103984,Completed
CL-5688,2024-09-22,IV-8086,Pending
CL-36424,2024-09-11,FC-728718,Completed
CL-3484,2024-05-14,EQ-894257,In Progress
CL-84911,2024-07-02,XL-1059,Pending
CL-83457,2024-01-13,RA-411943,Completed
CL-2736,2024-01-14,DR-2152,Rejected
CL-78241,2024-05-03,OO-9768,Pending
CL-98167,2024-06-07,CV-589598,Pending
CL-9631,2024-11-04,OX-75117,Pending
CL-42459,2024-05-06,HD-885901,Rejected
CL-24878,2024-10-07,TR-862265,Completed
CL-72540,2024-03-06,AF-77268,Pending
CL-83147,2024-02-02,EF-3700,Pending
CL-47359,2024-04-11,JU-5173,In Progress
CL-5575,2024-08-21,CJ-39954,Rejected
CL-7049,2024-03-03,RC-937644,In Progress
CL-8285,2024-11-10,BF-138146,Pending
CL-37062,2024-06-24,GI-89789,Pending
CL-29244,2024-08-11,FR-717869,Rejected
CL-41267,2024-05-15,BI-35234,Completed
CL-7253,2024-03-25,JJ-522588,In Progress
CL-2990,2024-09-06,CM-0440,Rejected
CL-38827,2024-08-29,XQ-1291,Completed
CL-12177,2024-09-12,JK-264459,Rejected
CL-11859,2024-05-31,ER-812790,Completed
CL-790,2024-02-19,XU-1063,Completed
CL-61300,2024-04-15,UJ-036438,Rejected
CL-6675,2024-05-28,XX-74380,Completed
CL-5670,2024-03-01,DV-27664,In Progress
CL-4820,2024-07-22,ZU-6389,In Progress
CL-26289,2024-02-05,YD-2531,Rejected
CL-32744,2024-03-14,NT-41886,Rejected
CL-80418,2024-07-17,SA-353007,Pending
CL-939,2024-02-13,BN-0142,Rejected
CL-25840,2024-09-07,VG-864618,Pending
CL-6002,2024-09-20,YE-893907,Rejected
CL-6821,2024-07-25,AN-956457,In Progress
CL-94013,2024-03-05,TT-68561,In Progress
CL-12768,2024-05-29,NG-474045,Pending
CL-87962,2024-09-15,QX-79377,Completed
CL-1208,2024-08-16,OY-128991,Completed
CL-89188,2024-04-21,XN-2412,Completed
CL-69636,2024-04-07,UL-36909,Completed
CL-40711,2024-08-11,XQ-146100,Pending
CL-820,2024-01-14,VZ-63297,Rejected
CL-94348,2024-03-04,NK-0441,In Progress
CL-64389,2024-05-25,SQ-886269,Pending
CL-1929,2024-05-27,FW-987329,Pending
CL-26118,2024-03-03,DT-693721,Completed
CL-84771,2024-03-26,AE-9780,Completed
CL-1841,2024-02-04,HB-78800,In Progress
CL-5150,2024-01-19,IU-41573,In Progress
CL-94377,2024-01-13,UU-929163,Rejected
CL-6966,2024-06-13,AI-8033,Completed
CL-1626,2024-02-13,KJ-87405,Completed
CL-77621,2024-01-19,UY-37401,Completed
CL-1090,2024-08-12,EB-96439,Pending
CL-17875,2024-09-24,CJ-46292,Rejected
CL-43878,2024-09-25,YN-0116,Completed
CL-9380,2024-03-16,DX-859198,Pending
CL-22967,2024-08-28,GE-87606,Pending
CL-78326,2024-01-11,YL-20770,Rejected
CL-84948,2024-08-23,PT-86819,Rejected
CL-21812,2024-10-29,XO-43149,Completed
CL-21536,2024-09-06,RA-29199,Pending
CL-36932,2024-03-04,ZH-41966,In Progress
CL-17922,2024-01-22,HC-598143,Completed
CL-747,2024-07-28,KV-91862,Pending
CL-24892,2024-03-16,XZ-73725,Pending
CL-3348,2024-05-21,XK-0252,Rejected
CL-99233,2024-02-25,GB-578376,In Progress
CL-2089,2024-01-09,PL-100849,Rejected
CL-1309,2024-03-03,ZU-2524,Rejected
CL-81212,2024-04-02,CL-80970,Pending
CL-38273,2024-07-12,NP-475082,Completed
CL-71771,2024-04-21,GJ-20390,Rejected
CL-68594,2024-03-04,XF-60186,In Progress
CL-24194,2024-01-19,JB-673188,Completed
CL-99313,2024-03-16,RR-644640,In Progress
CL-94603,2024-08-23,JK-206856,Completed
CL-95520,2024-01-14,FW-49525,Rejected
CL-75983,2024-10-02,UF-976985,Rejected
CL-76434,2024-03-03,AO-659108,Pending
CL-3279,2024-10-26,QX-11318,In Progress
CL-50714,2024-09-05,FW-6588,Rejected
CL-92617,2024-08-19,XG-17866,In Progress
CL-15620,2024-04-30,QZ-395578,In Progress
CL-9177,2024-11-02,ZU-899177,Pending
CL-54891,2024-10-21,JX-67087,Rejected
CL-4063,2024-03-31,TY-0791,Completed
CL-5954,2024-10-16,NZ-83257,Pending
CL-76480,2024-07-18,FS-22349,Rejected
CL-61349,2024-06-21,IU-1506,Rejected
CL-46613,2024-03-17,KD-0279,Completed
CL-65517,2024-06-30,YA-86469,Completed
CL-46227,2024-04-23,XW-496391,Pending
CL-30110,2024-05-15,IH-36469,Rejected
CL-74937,2024-10-06,WB-36587,Pending
CL-96486,2024-05-29,BF-69910,Rejected
CL-53702,2024-01-23,MV-82138,Rejected
CL-3958,2024-01-24,AV-5304,In Progress
CL-61016,2024-01-18,FK-78362,Pending
CL-57420,2024-01-07,UD-26948,Completed
CL-66255,2024-03-26,QT-93816,Pending
CL-31874,2024-09-20,OW-9882,In Progress
CL-29113,2024-05-06,AD-531890,Rejected
CL-35821,2024-05-25,PL-0924,Pending
CL-87333,2024-09-23,QT-8741,Completed
CL-35450,2024-09-06,MW-97761,Completed
CL-32561,2024-01-08,QX-1683,In Progress
CL-6588,2024-04-30,GX-337374,Pending
CL-80880,2024-03-02,HO-6465,In Progress
CL-1875,2024-01-01,FW-571722,In Progress
CL-9123,2024-03-29,MO-396581,In Progress
CL-4620,2024-10-02,SZ-69456,Pending
CL-44617,2024-01-23,JA-09517,Completed
CL-5013,2024-06-23,PF-72086,Pending
CL-6800,2024-11-08,WL-9812,Rejected
CL-65263,2024-11-04,BM-3876,Pending
CL-12059,2024-04-07,HH-2456,In Progress
CL-30929,2024-01-20,NS-25519,Completed
CL-60017,2024-01-12,WE-756339,Pending
CL-74571,2024-11-11,WQ-997134,Rejected
CL-85795,2024-05-29,JH-14024,Pending
CL-19123,2024-03-28,OL-39985,Rejected
CL-755,2024-04-05,TI-28895,Rejected
CL-7793,2024-09-12,PQ-44803,Rejected
CL-8688,2024-08-05,FE-54703,Pending
CL-65064,2024-07-31,MD-6898,Pending
CL-472,2024-06-29,HI-262139,Pending
CL-97603,2024-08-11,SI-344931,In Progress
CL-5636,2024-06-12,UM-34178,In Progress
CL-13864,2024-03-11,ER-282478,Pending
CL-14640,2024-08-11,GA-97917,Completed
CL-7675,2024-05-29,HG-790926,Completed
CL-77618,2024-09-14,IO-544725,Completed
CL-77833,2024-08-22,YJ-130073,Completed
CL-68272,2024-01-05,NK-2001,In Progress
CL-6426,2024-08-06,EP-97914,Pending
CL-94248,2024-09-08,QN-2400,Rejected
CL-17952,2024-06-05,AU-2499,Rejected
CL-33475,2024-09-20,KQ-1571,In Progress
CL-50675,2024-08-03,SP-755386,Rejected
CL-88050,2024-09-06,IA-474553,Pending
CL-4073,2024-04-12,WQ-402157,Pending
CL-18350,2024-07-17,UH-913073,Pending
CL-19288,2024-09-15,XB-1453,Completed
CL-17244,2024-04-02,LS-578268,Completed
CL-68146,2024-05-02,CP-77377,In Progress
CL-11961,2024-05-21,QQ-6171,In Progress
CL-98548,2024-07-26,ND-8017,Pending
CL-8181,2024-05-25,GP-8534,Pending
CL-21497,2024-02-03,ZU-085260,Rejected
CL-58571,2024-06-27,RO-25300,Completed
CL-71180,2024-04-08,QA-61278,Pending
CL-66906,2024-07-09,YV-980563,Completed
CL-11900,2024-09-14,LM-1203,Rejected
CL-6445,2024-02-13,JA-71539,In Progress
CL-21074,2024-08-14,TY-6710,In Progress
CL-722,2024-08-16,HD-33903,In Progress
CL-45302,2024-07-14,WS-3631,Pending
CL-9790,2024-06-04,QJ-265601,Pending
CL-21499,2024-04-06,KO-29708,In Progress
CL-90619,2024-02-18,DC-72047,In Progress
CL-68717,2024-06-05,ZL-641959,Completed
CL-51103,2024-11-08,GZ-56638,Pending
CL-86483,2024-08-31,FX-2221,Pending
CL-7137,2024-04-30,CX-96582,Completed
CL-29812,2024-04-26,LR-9531,Completed
CL-64041,2024-09-24,ZM-5032,In Progress
CL-72292,2024-06-22,FZ-06603,Rejected
CL-42732,2024-02-08,CS-951544,Rejected
CL-2115,2024-04-08,KR-449270,Completed
CL-96321,2024-09-18,PQ-96113,Pending
CL-918,2024-01-07,KV-93051,Rejected
CL-48328,2024-11-11,DZ-682137,In Progress
CL-48878,2024-09-11,ZR-4107,In Progress
CL-50004,2024-03-07,CO-956927,Pending
CL-745,2024-07-03,XK-67361,Pending
CL-11060,2024-10-13,LD-3180,Rejected
CL-70490,2024-06-04,UC-7816,In Progress
CL-3802,2024-03-25,FW-877280,In Progress
CL-34336,2024-09-14,DL-572401,Pending
CL-88227,2024-06-23,GA-493170,Rejected
CL-81389,2024-05-24,YO-95534,Pending
CL-83470,2024-11-12,GS-54187,Rejected
CL-4239,2024-06-26,EU-84383,Completed
CL-46761,2024-05-06,IV-47831,In Progress
CL-23172,2024-03-12,VA-6715,Rejected
CL-4902,2024-09-22,KY-65897,Rejected
CL-17486,2024-03-07,XR-5500,In Progress
CL-10160,2024-08-14,NT-34463,Pending
CL-11190,2024-03-13,AG-7525,Completed
CL-73269,2024-10-07,AS-11449,Rejected
CL-2506,2024-01-23,BG-72128,In Progress
CL-89957,2024-07-03,AE-4074,Completed
CL-25825,2024-02-14,QV-174237,Completed
CL-2092,2024-06-24,XY-47048,Pending
CL-2448,2024-10-20,SS-291813,Rejected
CL-3926,2024-10-12,EL-7508,Completed
CL-56750,2024-10-17,CE-64709,Completed
CL-49996,2024-03-07,IK-46244,Rejected
CL-3846,2024-01-16,BC-101058,Pending
CL-42566,2024-01-17,UR-4745,Completed
CL-6347,2024-07-30,PP-479610,Pending
CL-15023,2024-02-09,GV-921926,Completed
CL-356,2024-11-06,WB-2950,Rejected
CL-56679,2024-06-04,DA-5059,Rejected
CL-6724,2024-02-28,DX-637521,Completed
CL-29470,2024-04-20,KI-172033,Completed
CL-63993,2024-08-15,YH-924916,Rejected
CL-84419,2024-04-22,TD-4466,In Progress
CL-78290,2024-01-17,JD-501397,Rejected
CL-45836,2024-06-29,QK-468999,Completed
CL-57213,2024-06-03,WW-386501,Rejected
CL-2256,2024-05-27,OS-706140,Rejected
CL-60313,2024-06-16,SA-5803,Completed
CL-1069,2024-04-30,AY-40002,Pending
CL-92061,2024-03-03,ZW-900503,Completed
CL-64139,2024-04-17,LW-8437,Completed
CL-48779,2024-09-25,GM-3667,Rejected
CL-29741,2024-05-11,IG-547939,Rejected
CL-33244,2024-07-29,HI-37600,Pending
CL-66034,2024-07-08,GQ-307791,In Progress
CL-45262,2024-05-24,ED-85305,In Progress
CL-49100,2024-03-08,ZF-540481,Rejected
CL-86697,2024-09-09,RV-55324,Rejected
CL-37092,2024-09-16,GW-5691,Rejected
CL-18097,2024-11-01,BR-9414,Rejected
CL-9451,2024-04-12,CF-48204,Completed
CL-21846,2024-10-19,MP-720502,Completed
CL-7455,2024-09-13,GW-6595,In Progress
CL-4436,2024-06-21,VA-5055,Pending
CL-94095,2024-04-10,IZ-5920,Pending
CL-3457,2024-08-16,TY-883011,Completed
CL-19021,2024-05-01,CM-112875,In Progress
CL-35948,2024-03-27,KY-4649,Rejected
CL-6044,2024-08-27,OX-597499,Completed
CL-48061,2024-05-22,AR-26740,Pending
CL-48614,2024-02-27,DN-1923,In Progress
CL-18599,2024-10-18,OZ-67171,In Progress
CL-38068,2024-05-09,YB-129035,Pending
CL-5538,2024-01-10,MH-433558,Completed
CL-3019,2024-04-30,XF-48660,Rejected
CL-83026,2024-04-04,ML-403206,Rejected
CL-4451,2024-06-07,HP-882269,Completed
CL-59685,2024-04-27,AX-2774,In Progress
CL-28817,2024-05-02,VY-03953,Pending
CL-26772,2024-07-08,BP-0568,Completed
CL-47474,2024-10-01,VG-7278,Pending
CL-508,2024-06-03,QM-251495,Rejected
CL-78177,2024-03-02,LW-12466,In Progress
CL-53872,2024-09-27,XZ-28829,Completed
CL-37948,2024-06-10,ED-0247,In Progress
CL-31014,2024-08-02,CX-78370,Completed
CL-7435,2024-07-02,VP-97996,In Progress
CL-1407,2024-01-20,EU-1035,Rejected
CL-12602,2024-06-07,KT-605300,Rejected
CL-34201,2024-08-02,DE-6845,Pending
CL-2981,2024-02-21,VU-87226,Rejected
CL-38337,2024-08-21,TY-232626,Rejected
CL-71114,2024-02-29,UE-27227,Completed
CL-33792,2024-02-01,HW-350474,Pending
CL-22828,2024-04-15,WG-977147,Completed
CL-422,2024-11-11,MI-91929,In Progress
CL-59683,2024-10-30,OA-5521,Pending
CL-53860,2024-05-21,OR-3179,Rejected
CL-71354,2024-08-04,WQ-977622,In Progress
CL-81010,2024-09-26,IU-929765,Rejected
CL-10047,2024-05-04,YG-299127,Completed
CL-1494,2024-09-27,BB-2442,In Progress
CL-5950,2024-04-11,MH-79998,In Progress
CL-90423,2024-05-20,JK-469948,Completed
CL-85509,2024-01-02,CL-2705,Rejected
CL-86426,2024-05-21,IT-48898,Completed
CL-17184,2024-04-01,FK-93955,Rejected
CL-26392,2024-07-09,HE-17647,Completed
CL-86397,2024-10-06,UN-5236,In Progress
CL-21509,2024-03-06,MM-7462,Completed
CL-60129,2024-08-19,BK-3002,Pending
CL-9491,2024-08-31,VW-93646,Rejected
CL-3665,2024-07-12,DA-47192,In Progress
CL-65195,2024-04-11,ND-174857,Rejected
CL-80647,2024-01-14,WP-6885,Rejected
CL-12675,2024-01-11,UF-560843,Rejected
CL-7365,2024-01-22,JT-7471,Pending
CL-4577,2024-04-15,ZG-269208,In Progress
CL-59327,2024-04-21,QQ-39259,In Progress
CL-31256,2024-07-25,DR-1419,Pending
CL-4048,2024-05-01,MB-72477,In Progress
CL-49706,2024-08-13,FE-456091,Completed
CL-86702,2024-09-20,JL-872123,Pending
CL-22644,2024-08-15,VS-100294,In Progress
CL-5510,2024-10-28,YT-69485,Rejected
CL-18022,2024-06-13,RV-6157,In Progress
CL-76987,2024-01-11,GL-38067,Pending
CL-2599,2024-03-21,FQ-06848,Pending
CL-42876,2024-05-13,ZR-231618,In Progress
CL-37270,2024-04-09,HV-6452,In Progress
CL-8340,2024-03-22,UB-7860,Pending
CL-5436,2024-07-23,GW-676646,Pending
CL-8680,2024-04-26,TI-83934,In Progress
CL-88936,2024-02-14,PO-124941,Completed
CL-83335,2024-11-01,VB-268866,Pending
CL-35804,2024-05-29,ZJ-8565,Pending
CL-47762,2024-04-02,TU-56400,Rejected
CL-6969,2024-04-19,FR-1497,In Progress
CL-3863,2024-07-25,AA-85008,Rejected
CL-74520,2024-07-11,EJ-088948,In Progress
CL-87269,2024-07-24,FT-17771,Completed
CL-17474,2024-04-01,FS-59448,Rejected
CL-84938,2024-03-14,ZR-151538,Pending
CL-3751,2024-04-14,YE-919144,In Progress
CL-28556,2024-08-16,XK-707677,Pending
CL-66847,2024-07-14,PY-95263,Pending
CL-54211,2024-01-17,PN-4328,Rejected
CL-1091,2024-01-12,TG-95359,Rejected
CL-73876,2024-04-30,PW-37451,In Progress
CL-7982,2024-10-23,CM-15083,Completed
CL-85363,2024-01-28,NI-802551,Completed
CL-43526,2024-05-21,JJ-3532,Completed
